일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2015,24.7,35.6,16.2,124.4,592.29
2015,19.9,30.8,10.3,74.5,553.04
2015,14.1,27.6,-1.7,99.7,489.84
2016,25.3,35.4,14.3,71.5,724.95
2016,20.5,31.2,10.0,230.5,447.81
2016,14.7,29.0,1.9,199.0,358.09
2017,25.2,36.7,13.7,229.4,614.39
2017,20.0,29.8,6.3,107.8,555.44
2017,14.8,28.5,-1.7,86.6,432.7
2018,27.4,37.9,17.3,427.3,384.86
2018,20.2,29.2,7.2,120.1,296.28
2018,12.1,25.6,1.2,125.5,281.45
2019,25.9,36.0,16.4,114.1,358.98
2019,21.7,31.8,9.7,174.2,261.32
2019,15.2,27.6,2.4,178.1,274.36
2020,27.2,34.8,21.7,822.0,481.41
2020,20.3,32.4,10.4,168.2,417.91
2020,13.8,25.8,2.2,9.4,450.82
2021,25.7,35.2,18.7,276.8,496.12
2021,22.1,31.0,12.6,103.0,422.61
2021,15.0,30.5,-0.4,40.5,428.75
