일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2016,0.8,16.6,-11.8,56.6,236.285
2017,-2.4,12.2,-16.6,10.6,290.78
2017,4.5,20.5,-6.6,11.5,268.79
2017,-2.4,11.8,-15.5,33.9,219.365
2018,-3.9,10.0,-19.4,33.1,202.75
2018,5.3,20.5,-5.4,43.1,219.595
2018,-0.8,16.8,-14.7,28.3,191.47
2019,-2.2,11.1,-13.6,16.3,229.765
2019,6.3,21.9,-6.5,28.0,307.265
2019,0.7,14.1,-11.5,38.5,236.1
2020,0.6,15.4,-10.6,108.6,232.095
2020,6.2,21.5,-5.2,73.4,279.4
2020,-1.8,11.4,-13.1,13.5,263.365
2021,-2.8,13.3,-24.1,36.0,274.14
2021,5.6,19.5,-5.6,92.2,280.285
2021,0.2,13.5,-13.3,5.0,250.05
2007,6.3,21.2,-4.3,0.0,296.93
2007,2.35,15.6,-4.5,10.0,2.18
2008,-0.3,10.5,-8.5,53.2,124.65
2008,8.5,24.2,-5.4,52.4,222.41
2008,3.6,18.0,-12.4,43.3,186.59
2009,0.2,12.3,-11.8,34.0,215.08
2009,9.0,24.5,-3.8,17.5,204.84
2009,1.8,12.4,-8.4,47.4,174.73
2010,-0.5,14.6,-12.3,52.2,210.33
2010,8.2,19.6,-2.2,19.5,256.6
2010,2.5,18.9,-9.3,50.0,190.75
2011,-4.3,4.8,-13.5,19.3,225.0
2011,12.4,27.8,-2.2,109.7,239.28
2011,1.7,12.2,-8.8,22.4,221.93
2012,-0.6,9.5,-12.7,26.2,246.39
2012,7.8,19.4,-1.8,57.0,264.03
2012,-0.4,13.9,-12.9,74.0,215.97
2013,-0.8,14.5,-13.7,18.0,265.88
2013,8.6,23.5,-1.4,78.3,254.35
2013,2.8,14.3,-4.6,31.8,225.33
2014,1.7,14.6,-8.4,12.6,304.92
2014,9.8,20.0,-0.5,76.3,273.84
2014,1.2,11.7,-9.5,61.4,215.74
2015,1.5,13.2,-10.9,50.7,264.08
2015,11.0,21.5,0.1,103.6,174.45
2015,4.5,14.7,-6.5,72.0,206.99
2016,0.0,14.3,-13.0,54.0,233.11
2016,9.2,22.5,-2.5,30.0,283.02
2016,4.3,19.0,-6.3,36.6,224.34
2017,1.2,14.5,-9.7,21.3,282.47
2017,6.9,21.5,-3.1,1.8,153.48
2017,0.5,13.9,-10.0,38.5,116.69
2018,-1.9,10.8,-13.8,33.8,133.33
2018,7.6,19.3,-1.8,35.5,182.72
2018,1.3,19.0,-12.4,33.9,149.16
