일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2000,24.1,32.9,16.2,350.5,462.8
2000,17.8,29.7,5.7,277.0,350.82
2001,16.4,30.0,2.9,46.0,628.22
2001,20.7,32.2,7.8,283.0,436.22
2001,24.9,34.7,16.8,435.0,475.69
2001,24.2,35.7,11.6,60.5,522.68
2001,19.3,31.2,4.9,108.0,512.87
2002,16.2,28.1,5.0,98.5,530.37
2002,20.4,32.7,8.8,80.0,601.79
2002,23.8,34.0,15.6,160.0,470.15
2002,22.8,32.4,18.1,731.0,337.19
2002,18.5,31.1,7.5,63.0,443.47
2003,17.3,28.0,1.6,137.5,568.6
2003,20.2,29.8,8.1,113.0,445.99
2003,22.4,32.4,15.8,689.5,355.07
2003,23.4,32.8,13.3,383.0,378.27
2003,20.7,32.0,6.9,217.0,389.21
2004,16.2,28.7,2.4,88.0,500.95
2004,21.0,31.7,7.0,181.5,496.24
2004,24.7,34.7,18.1,202.0,468.73
2004,24.4,34.2,15.5,367.5,474.74
2004,19.7,30.0,9.6,183.0,391.66
2005,16.0,29.3,3.4,60.5,627.55
2005,21.6,32.2,10.3,173.0,535.44
2005,24.8,35.4,18.2,452.5,428.87
2005,23.7,33.0,14.3,415.5,438.95
2005,21.1,31.5,9.3,63.0,367.2
2006,16.4,29.1,4.0,162.5,532.0
2006,20.6,31.6,11.1,158.5,536.63
2006,22.8,33.7,16.1,516.0,327.32
2006,25.3,35.5,18.6,157.0,493.37
2006,18.0,30.7,6.5,18.5,426.68
2007,16.1,29.2,4.0,74.0,597.19
2007,21.1,33.5,9.6,69.0,497.5
2007,23.7,33.9,17.2,202.0,420.17
2007,25.6,35.2,19.2,393.0,447.33
2007,20.8,31.2,10.8,417.5,311.91
2008,16.1,31.5,0.8,124.5,568.795
2008,20.3,30.9,8.1,170.7,442.62
2008,25.4,34.2,18.7,320.6,418.09
2008,23.7,34.1,13.9,112.6,523.97
2008,21.1,33.4,3.7,25.0,446.64
2009,17.3,31.0,3.1,121.0,637.41
2009,21.2,33.2,8.0,140.5,595.53
2009,23.5,31.9,16.5,490.0,400.88
2009,24.3,33.7,14.8,117.1,496.99
2009,20.2,31.5,9.9,35.6,480.18
2010,16.7,32.0,-0.3,102.0,597.05
2010,22.3,33.0,9.7,38.3,579.38
2010,25.1,33.7,17.9,393.7,482.84
