일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2009,5.5,14.1,-3.2,22.2,190.55
2010,25.6,31.6,21.5,124.5,556.8
2010,22.2,30.4,15.0,274.4,467.7
2010,16.1,23.5,7.5,46.2,418.5
2010,10.7,18.6,4.4,4.5,303.2
2010,5.6,17.3,-3.2,27.7,220.39
2011,23.3,30.5,19.2,183.9,398.28
2011,20.8,28.5,14.8,15.2,520.18
2011,15.8,22.2,10.9,40.4,436.43
2011,13.4,20.7,5.6,81.7,226.79
2011,5.5,13.6,-1.1,37.3,170.18
2012,26.1,33.8,20.4,608.6,520.93
2012,21.2,28.4,16.7,123.6,478.45
2012,17.2,22.8,9.9,75.9,428.31
2012,10.7,16.6,5.2,75.5,268.08
2012,4.1,15.6,-3.1,86.7,179.46
2013,26.9,33.9,22.3,219.0,637.78
2013,21.5,27.1,16.3,125.6,496.01
2013,16.9,25.0,12.0,18.5,464.67
2013,10.9,19.9,1.0,74.3,275.48
2013,6.4,14.8,-1.0,16.3,237.06
2014,22.8,31.1,18.4,386.9,412.17
2014,21.4,27.8,17.9,88.0,457.26
2014,17.6,24.3,12.6,51.8,418.67
2014,12.5,18.4,4.9,104.0,265.89
2014,5.2,12.1,-1.2,32.3,188.42
2015,23.3,31.0,19.0,117.5,553.34
2015,20.5,26.7,16.3,71.5,540.85
2015,16.8,23.6,9.7,87.9,456.08
2015,12.0,18.8,-0.2,136.6,175.97
2015,7.2,13.3,0.1,85.6,177.16
2016,25.6,31.6,17.5,41.3,699.98
2016,21.4,28.3,16.4,201.3,433.63
2016,16.9,23.6,9.2,128.2,299.74
2016,10.9,20.1,3.4,53.0,246.49
2016,6.6,16.1,1.1,47.5,211.97
2017,24.9,33.7,19.6,262.9,584.5
2017,20.8,26.8,15.7,115.9,507.84
2017,15.9,24.6,9.8,88.9,389.0
2017,9.9,20.4,2.4,1.9,307.84
2017,4.7,14.9,-1.3,35.1,213.45
2018,27.3,34.9,21.6,244.3,417.94
2018,22.5,29.1,17.3,232.1,379.74
2018,16.3,22.8,10.8,112.1,427.57
2018,12.4,18.5,7.5,52.3,303.49
