일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2007,5.0,19.3,-8.8,47.4,280.94
2007,0.4,14.0,-8.0,9.4,204.88
2008,-2.3,7.2,-14.4,14.1,240.4
2008,5.7,18.3,-9.2,18.0,258.15
2008,-0.5,13.2,-14.0,23.5,227.25
2009,-4.4,12.2,-18.7,1.9,274.92
2009,5.9,22.9,-7.9,50.6,234.15
2009,-2.1,10.4,-14.9,19.3,210.09
2010,-6.1,6.2,-21.7,28.7,256.3
2010,4.8,17.8,-6.8,25.0,273.01
2010,-2.4,11.0,-15.1,16.7,219.32
2011,-8.4,2.3,-20.9,4.0,304.07
2011,9.6,25.5,-5.0,55.7,221.64
2011,-1.5,9.4,-13.8,10.7,235.46
2012,-3.6,9.0,-15.2,7.5,258.75
2012,4.4,15.9,-6.2,69.9,256.68
2012,-5.1,9.3,-17.3,46.4,222.62
2013,-5.1,12.0,-20.6,27.5,245.34
2013,4.9,20.9,-7.7,72.9,244.06
2013,-1.4,10.6,-12.6,21.9,237.97
2014,-1.9,8.8,-12.5,16.6,273.03
2014,6.9,18.4,-4.2,36.2,215.85
2014,-3.6,9.3,-14.5,13.4,199.15
2015,-1.6,10.3,-13.5,13.5,209.68
2015,8.5,20.2,-5.9,126.7,153.76
2015,0.8,12.0,-12.1,29.7,179.12
2016,-3.6,8.8,-17.8,0.4,219.62
2016,6.2,18.6,-7.3,14.0,211.07
2016,0.6,14.4,-12.1,57.0,185.35
2017,-2.5,13.0,-17.0,11.3,233.11
2017,4.4,18.7,-7.6,37.2,234.02
2017,-2.8,7.4,-14.8,26.0,207.9
2018,-4.7,9.0,-19.9,4.3,231.84
2018,6.2,20.2,-5.2,66.2,271.71
2018,-1.7,12.6,-14.9,20.2,253.86
2019,-2.4,8.5,-13.6,0.4,286.81
2019,6.6,20.8,-5.1,82.6,280.96
2019,0.6,12.8,-11.0,20.0,226.64
2020,1.1,12.2,-8.4,64.1,249.4
2020,7.0,19.9,-5.6,58.0,269.88
2020,-1.4,10.3,-14.7,4.6,261.57
2021,-3.3,13.2,-20.3,24.3,275.0
2021,7.0,21.5,-4.0,55.9,261.76
2021,-0.2,12.8,-14.4,7.2,248.82
2000,4.7,20.8,-8.1,31.0,262.15
2000,-0.7,13.5,-13.3,14.5,248.43
2001,-5.3,9.1,-23.2,42.9,264.89
2001,4.1,17.6,-7.8,3.5,271.73
2001,-2.3,11.5,-13.6,10.6,255.01
2002,-1.4,14.5,-17.0,57.3,248.52
2002,2.4,19.2,-9.1,10.0,257.57
2002,0.1,18.2,-12.6,17.8,229.33
2003,-4.2,9.3,-20.2,11.9,263.09
2003,7.7,21.5,-7.4,54.0,229.01
2003,-0.7,10.0,-12.6,10.3,255.02
2004,-3.5,8.3,-18.0,13.0,290.09
2004,7.1,21.7,-3.5,43.5,268.81
2004,0.8,15.6,-13.3,21.5,263.78
2005,-3.1,10.0,-15.1,2.2,290.62
2005,6.8,21.6,-6.5,41.0,291.48
2005,-4.9,8.1,-17.5,7.6,269.01
2006,-1.1,10.3,-14.8,34.0,247.25
2006,6.7,20.5,-5.1,47.0,250.47
2006,-0.9,12.6,-15.1,9.9,216.61
2007,-1.6,10.5,-14.1,8.2,254.26
2007,4.5,19.3,-9.6,46.8,280.94
2007,-0.4,14.1,-8.6,10.7,204.88
2008,-2.5,7.4,-14.3,15.8,240.4
2008,5.5,19.8,-9.9,18.2,258.15
2008,-0.5,13.9,-13.6,23.6,227.25
2009,-4.1,12.4,-16.6,6.5,274.92
2009,5.5,21.8,-7.3,76.3,234.15
2009,-2.2,9.3,-15.4,22.1,210.09
2010,-6.0,6.0,-22.8,36.3,256.3
2010,4.5,17.8,-7.1,18.8,273.01
2010,-2.6,10.6,-14.8,21.8,219.32
2011,-8.5,1.5,-20.6,7.8,304.07
2011,9.3,25.4,-6.2,58.5,221.64
2011,-1.8,9.9,-13.6,11.2,235.46
2012,-3.7,9.1,-15.6,10.7,258.75
2012,4.0,16.1,-6.9,57.5,256.68
2012,-5.4,8.1,-19.1,40.2,222.62
